,Text,Class
5016,tomcrean ill scream franc tom iu iubb hoosier creanandcrimson,NOT
5017, bitch,OFF
5018,tommorehart cjcisal    bcs titl  mil revenu great redneck confer ohio,NOT
5019,tomcatstraight come queer,OFF
5020,tomcatstraight hey fag gag clappmeat,OFF
5021,tomcatstraight toung punch smelli turtl pussi,OFF
5022,tommayydoe bitch lol,OFF
5023, fuck look like shop trash ass store,OFF
5024,tonysinchak pussi pussi pussi marijauna wannnnaaa,OFF
5025,tooeffincool lol feel like punk bitch sittin light ,OFF
5026,tornros republican teabagg jail treason,NOT
5027,toulababi faggot public spectacl gay fagspubl display get public opinion,OFF
5028,travisbechtel bitch aint shit hoe trick thuglif,OFF
5029,trethreat  duckydynamo yeah internet def taught bitch cant twerk talkin bout vote,OFF
5030, that actual nonenglish okiecop filthi white trash crimin,OFF
5031,tresharene didnt make game last season look astro open yanke  april,NOT
5032,treybizzi thought would like caus chi yeah faggot,OFF
5033,treydo hallderik  fag got press ground hang cleat n never put back think,NOT
5034,tribalfollow unfollow think your shit use follow train gain unfollow caus your pussi,OFF
5035,trillbain bitch brain damag,OFF
5036,trillvanillaaa bitch,OFF
5037,trillvanillaaa bitch ill fuck,OFF
5038, offsetyrn lmao take thru quavo cant shit make hook offset da  solid kno nicca tellin dat,OFF
5039,trippinc nuteila  hoe like ,OFF
5040,trippinc bitch tweet answer,OFF
5041,trippyspiffi ayyyyyyeeeee nigga back bitch,OFF
5042,trippyspiffi mite hit rec know cell marcus jax gone tri hit hoe,OFF
5043,tristengqass couldnt help man nigga pussi rob chick shootin,OFF
5044,tristengqass way rap fuck bitch amp banter money entertain crazi kingl,OFF
5045, swear des hoe make challeng,OFF
5046, tri one pom pomegran juic n swear tast like flavor pissdont ask lol,OFF
5047,troyaikman shut yo hoe ass,OFF
5048,trueenoughehh lol  one old bitch ,OFF
5049,truenovacan gonn comment caus closet hoe lol team getchoassoutdatcloset lol,OFF
5050, aight bet bitch,OFF
5051,truthandfashion noth say fashion like cunt hat,OFF
5052,tryhardalbi bitch,OFF
5053,tryhardalbi look like your gonna blow someon fag,OFF
5054,tryhardsilva thisti hoe,OFF
5055,turdjerguson liquorfac yup pickin white bitch bare like chicken leg,OFF
5056,  accid lmfao hoe trynna lowkey slick,OFF
5057,tweenki thus term redneck also creator mock good youexcel precept daughter,OFF
5058,tweetfrmthesol  entir pat bandwagon  faggot,OFF
5059,tweetsandfreak told u ugli nigga get bitch young promis u work ya magic lol,OFF
5060,twostarscoob good job tonight need eat cracker soyoul stop throw ,NOT
5061,twofif your fuck loudmouth ignor redneck fuck still tryin suck dick cant dumbfuckit short,OFF
5062,tytytooflyy got bitch name banana pussi banana swear gotta say pussi banana lil cool azz bitch da westsid,OFF
5063,tylannol fuck pussi  made mistak start cj spiller chris ivori week  fuck,OFF
5064,tylar xxjailynn tylar shut bitch  usta make,OFF
5065,tylar bet hoe,OFF
5066,tylar ion sneak diss broke bitch ,OFF
5067,tylar ah lien ass hoe,OFF
5068,tylercarbon hey ill leav abbey oh get job slope might move back caus id lose lot money buy ticket,NOT
5069, stripper sexi hoe follow man,OFF
5070, bellakov  hous bitch,OFF
5071,uberfact eat yo pickl bitch,OFF
5072,uberfact studi show your faggot,OFF
5073,udrewhendersonu nope super chocolatey yummi browni,NOT
5074,ultragoogl what puto isnt bitch spanish,OFF
5075,unicorncowboy  hisorraya mutha fuckah better bring browni ever,OFF
5076,unicorncowboy  dont ignor faggot c,OFF
5077,universionrblx dont trash,NOT
5078,uptownrais shame mama didnt teach call women bitch well aint fortun guess,OFF
5079,vakil shut faggot ras need make album togeth well ras fell didnt cont ,OFF
5080, man bitch denial ,OFF
5081, piss male judg femal pussi gone judg get mad deni loos gap,OFF
5082,vnnforum marxist kike promot antisemit creat film incent promot enemi,NOT
5083,vrtwxrkflash yungchipotl young base god olymp stay fuckin bitch,OFF
5084,vzwsupport updat  pretti much broke  made absolut annoy retard,OFF
5085,vaginaahol deeschronicl ie dont make hoe housewif,OFF
5086, bitch whatev nigga u scare play,OFF
5087,veronicalewi cant give hillbilli audienc theyll squander everi time,OFF
5088,versanch faggot drive stick,OFF
5089,veshaacoutur lol bitch yo display name,OFF
5090,vexda go jerk lolli faggot,OFF
5091,vivalaari smh what wrong wit u ho,OFF
5092, khshan yea dont live guess still got roof arent fix charli jeann,NOT
5093, dont fuck hoe ask paco,OFF
5094, didnt want fuck steve bitch lmao,OFF
5095, lightweight heavyweight dont matter still knock bitch ,OFF
5096, hahamonkey feeti like itbut  realfeet magic backit smooth everi nook cranni tight ,NOT
5097,viewfromboxseat shes cunt,OFF
5098,vinceschil vinc general feel nativ know regard term redskin offens,OFF
5099,vinniepolitan kill coon,OFF
5100,vinniepolitan cunt need hand cut,OFF
5101,viribraceface dont rais ur hand niggah,OFF
5102,viribraceface niggah niggah lol ,OFF
5103,viribraceface problem niggah ,OFF
5104,viribraceface good niggah lol,OFF
5105,viribraceface wassup niggah,OFF
5106,voiceofapatriot  bird one god creatur ,NOT
5107,wbeezi call bitch,OFF
5108,wfopitei eat shit work nappi bitch,OFF
5109,whascameradan might cant realli sure weird littl bird said might possibl stay tune mayb,NOT
5110,whsvgrantcruis bird feather stand peta stand saniti,NOT
5111,worstraplyrlc everyth jayz write trash,NOT
5112,watchmark watchscenario normal would say must great pussi sinc ive seen that true idk,OFF
5113,watchscenario destini make titanfal bitch,OFF
5114,watchscenario yeah better play ya nigger,OFF
5115,waanderlust id chink left blue ball,OFF
5116,wagz cold go around littl hick town everyon know lock hous better week stay well,NOT
5117, read wo slant orig statement said everyth havethat extrem comment made,NOT
5118, god u fuckin redneck peckerwood,OFF
5119,walkerjensen yaaaasssss buhlowin timelin negro ,OFF
5120,walmart fuck store bitch,OFF
5121, mrgeolog infer tri ho nam dodg great leader,NOT
5122, peak war w join texa natl guard get outta nam fact bitch ,OFF
5123,wassupbeama lol bitch nigga ima get gay homi,OFF
5124,waytogofuck ashirieelov bitch,OFF
5125,webeatbitch that trash ot,OFF
5126,webantonyt btw jim crow law support democrat republican mlk republican fact,NOT
5127,webbow yes das def da problemif histeach spear chucker woulda gt dose rite,NOT
5128,wendydavistexa gregabbotttx support illeg come spread diseas among american dream bitch,OFF
5129,wendydavistexa gregabbotttx judg appoint obama doesnt see agenda fuck crook bitch,OFF
5130,wendydavistexa hey windi dildo take trash buzzzzz,OFF
5131,wendydavistexa msnbc msm said block flight africa racist yea right id vote bitch gold digger,OFF
5132,wendydavistexa  second add ruin new low pick crippl,NOT
5133,wendygav say pedophil promot dolt lmao teabagg,OFF
5134,wesvl faggot,OFF
5135,whaletail whatd note say stop bitch here flower  get em everytim,OFF
5136,whatabarb money car cloth hoe lol want success lol,OFF
5137,whattheffact bullshit bitch show lana kane,OFF
5138,whereyohussleat  caymariee look shit imma bitch forreal ,OFF
5139,whereyohussleat remind yall cuz hoe act like dont know,OFF
5140,whimze much hoe,OFF
5141,whitekidwrap rt  steal bitch,OFF
5142, sum bitch look good man pick one,OFF
5143,whosjuli  hes faggot dont like  im side state,OFF
5144,whosealisha nigga spun around pussi,OFF
5145,wichardfella warrenholstein mental flame fag serious mental issu,OFF
5146, wolzgotbolz fight bitch,OFF
5147,williamfbraski therandombon feel warm fuzzi,NOT
5148,willstreakk  accord place kitchen excus take trash,NOT
5149,willstreakk  trash meant u lmaooo,NOT
5150,wimpwdiesel real shit bro yo hoe told smoothi king straw ca fuck,OFF
5151,wimpwdiesel yu forgot beat yall that like garbag man call janitor trash,NOT
5152,wisdomstatur bitch coulda store look,OFF
5153,wizardsdnd jimzub tranni dragon eh know peopl love,NOT
5154,woahitsjulian whatchu doin today nig,OFF
5155,woahitsjulian wud nig gotta new number  text,OFF
5156,wolfgangabedeus   teas dick faggot,OFF
5157,wolfgangabedeus bitch call miss dick,OFF
5158,woodyafc   fuck outta faggot wouldnt even fair,OFF
5159,woodyafc lmaoo typic nig nog bomb shouldv got pic,OFF
5160,woridstarfvnni  bitch pleas ,OFF
5161,worldzwrestl use word faggot,OFF
5162,worthbillion  bitch got fuck ,OFF
5163,worthbillion mystroapollo  alway hatin lmao,OFF
5164,wowbullet cuz thought got wife pick hoe im lovin song man keep come,OFF
5165,wupac bestfrycook stfu bitch,OFF
5166,wuzzernam could get half band rt    dope femal follow state much  pay pussi,OFF
5167,wyattnuckel thought retard,OFF
5168,wyattnuckel dariendaywalt hear dumb bitch said one like ohshitnigga,OFF
5169,wyattnuckel grizzboadam bitch want,OFF
5170,wyattnuckel grizzboadam glad could get daili dose giggl faggot,OFF
5171,wyattnuckel grizzboadam hey faggot spell faggot right dipshit,OFF
5172,wyattnuckel grizzboadam shut fuck fag ill beat shit outta,OFF
5173,wyattnuckel  yeah nigga get bitch matt fuck gay shit,OFF
5174,wyattnuckel im fake bitch meet school nigga,OFF
5175,wyattnuckel caus ima blindsid shit outta niggah,OFF
5176,wyattnuckel fuck bitch smd,OFF
5177,wyattnuckel haha bitch,OFF
5178,wyattnuckel insecur much put insult one tweet fuck dumbass dude id wreck faggot,OFF
5179,wyattnuckel smokin cali smoke fuckin bitch wbu,OFF
5180,wyattnuckel shut niglet,OFF
5181,wyattnuckel sun follow  bitch cant shit stfu faggot,OFF
5182,wyattnuckel learn read bitch,OFF
5183,wyattnuckel think bitch,OFF
5184,xanaxdream  beani steal descript u arent salti fake,NOT
5185,xnastyy lol probabl right fuck bitch  spanish,OFF
5186,xxxratedlipss alway want speak ppl convers twitter alway look like bitch idk real life smh,OFF
5187,xxpdotjdot rememb dick lol want recommend shoot bitch show might snap,OFF
5188,xianile boom bitch ,OFF
5189,xxminijokerxx hate bird piss fact cant fli,NOT
5190,ybetoot like tweet like  wen yu aint talk yo hoe like ill wait,OFF
5191,yfnnesha im tire dat bitch ,OFF
5192,yfnnesha great qbs fold pressur gshit u blitz peyton ass gon gook,OFF
5193,ygjohnston alway white bitch someth op lol like give zero fuck come dick ,OFF
5194,ygjohnston white bitch g choppin whole line nigga ,OFF
5195,yaboyboon ima miss smiley graham daniel tho pretti cool ima beat andrew bitch ass everi day,OFF
5196,yagirlflutt haha say damn call bad bitch mean mean bitch lmfao,OFF
5197,yagirlsmal quit use song lyric queer,OFF
5198,yaniggabuu janemba better yo pussi ass,OFF
5199,yamanakavalerio bitch til thursday,OFF
5200,yanke  daggon twin kick notch time beat yanke,NOT
5201,yanke good thing season firecashman ,NOT
5202,yanke score dont matter spring train man,NOT
5203,yanke fell asleep ,NOT
5204,yanke go away alreadi ,NOT
5205,yanke isnt kind say brave wont make world seri lol,NOT
5206,yanke probabl time put twitter feed bed nyy,NOT
5207,yanke team suck,NOT
5208,yanke ugh,NOT
5209,yardieboyheem pussi watch nuh mi neva lov mon badmon,OFF
5210,yaremisxo way hoe boo,OFF
5211,yaremisxo whatev neymar trash,NOT
5212,yeiiowbang hate faggot corni,OFF
5213,yeiiowbang mannn mexican houston love high school freshman hoe,OFF
5214,yeiiowbang yeah peopl know hes trash game limit show late game portland,NOT
5215,yeahhhman way take order like littl bitch bitch,OFF
5216,yellabeautykc home coon,NOT
5217,yeridze bitch better watch run tabl tonight ,OFF
5218,yesthatkiki hey send song need put hoe cd bang em ride around,OFF
5219,yessmeshay want pom back lmfao,NOT
5220,yessesmith born yellow,NOT
5221,ygtrece agre never know may beg get drop make pussi wet guarante marri right ,OFF
5222,youboysingreen hahaha made ya eat crow,NOT
5223,youtalkil im crazi wayn rap pussi  song row,OFF
5224,youlovetyl lol girrrrl bitch crazzzzi,OFF
5225,youngjeezi got feelin like trappin aint dead got readi call guala salut da truth seenital seenitalltheautobiographi,NOT
5226,youngrecklesss nahh bitch yu alway playn yu almost got feel hurt,OFF
5227,youngrecklesss fuck das wat bitch wit uh fuckd mouf ,OFF
5228,yourdudeferg sammylightn wish wood like tree bitch,OFF
5229,yourdudeferg wish wood like tree bitch,OFF
5230,yourdudeferg gay fag,OFF
5231,yourdudeferg like tree bitch asshat,OFF
5232,yummysworld  strocorleon  bitch alreadi got past demon herseed gone fuse,OFF
5233,yungmigo bigmoneynique  nicca fucc yu,OFF
5234,yungmigo bigmoneynique lol send dat nicca clean talmbout n realli ,OFF
5235,yungmigo said pussi dat ass yo tongu boy,OFF
5236,yungmigo lol da reason cant talk bout da present cuz nicca hurt n aint play yr,OFF
5237,yungcofgoa  need start mcbob william shoot let play bird,NOT
5238, everybodi dot moboredmickey factz battl clip wore ancient hong kong shit   differ color hitop,OFF
5239, lifestyl raw dog one magnum put dickhead hole cumin pussi lip,OFF
5240,yungobg hoe meter went,OFF
5241,yungraje shit ill pay premium get away anyth ass hoe,OFF
5242,yungretweet bitch,OFF
5243,yungmessiah nomeekjustmilz swear god log later im post score everi social network bitch ass nigga,OFF
5244,yungmessiah nah pussi wont,OFF
5245,yvngherbo prayinforgem sup fat bitch,OFF
5246, someon told cuz ppl like use bitch femal dont like call femal meh shrug,OFF
5247, one sick bitch,OFF
5248, littl girl tom sawyer get trap cave along injun joe almost die injun joe die find treasur,NOT
5249,zrexxx slowdollaz take bitch reciev head mom,OFF
5250,zmega fasho fasho  hurri ya ass nicca,OFF
5251,zmg  wow love call slut realli wouldnt ever cheat girl bitch dumb,OFF
5252,zmg thirsti hoe ,OFF
5253, got cold white hoe knoxvill tho dont right strip boaaa,OFF
5254,zachirv call peopl kike lot fuck,OFF
5255,zachdorsey thirsti hoe,OFF
5256,zachthein pussi,OFF
5257,zaksitton lol cracker,OFF
5258,zaneisclask garrettwink like pussi would asham,OFF
5259,zaneisclask photoshop put head fag proof,OFF
5260,zaneisclask fuck r u talk told u go tell u nigga love white bitch gtf bro,OFF
5261,zaycoolaf yeet gotta least  drop bitch like  month interv shit,OFF
5262,zayyswanson emanimilan im jus tryn figur dem nicca togeth like dat,OFF
5263,zedd finger throb pussi flap,OFF
5264,zellgotdaloud bitch tryna get free promot n shit lmaooo see tha cut,OFF
5265,zhugstubbl eat bitch,OFF
5266,zhugstubbl meet eat bitch,OFF
5267,zhugstubbl meet molli whoop yo bitch ass,OFF
5268,zhugstubbl naw nigga what em hand happen shit talk coupl month ago eat bitch,OFF
5269,zigzagsxkush kati clear lake hoe,OFF
5270,zitlalyl  suppos attract bitch tutu though ,OFF
5271,zitlalyl hes gonna get dem bitch ,OFF
5272,zohdaa fag,OFF
5273,zonozi quantrys  classic drunk carter text never fail hey stfu im come oop im come fuck outsid bitch,OFF
5274,zwaaad fag,OFF
5275,zwengersierra  bitch,OFF
5276, lol bitch im indian op,OFF
5277,alybabi well least your go somth dont bitch even wrong thing ,OFF
5278,andrizzi aw drake sit corner cri listen lmfao pussi dick rider drake cock tast faggot,OFF
5279,andsss cool cool fuck wit u nicca,OFF
5280, thirsti ass hoe go sleep ,OFF
5281,bdoe bro u trash zombi,NOT
5282,bryce happen go fish bitch,OFF
5283,badab continu turn pussi lol,OFF
5284,batgangbitchh hoe,OFF
5285,beautifulkeezi  point ppint bitch ,OFF
5286,beautifulkeezi bitch die read,OFF
5287,beautifulkeezi bitch wea go,OFF
5288,beautifulkeezi lmfao bitch talk ,OFF
5289,beautifulkeezi yess bitch messyyi,OFF
5290,beverlynohil bitch cant hold real nigga fa long  bruh ask mama pay ticket fa,OFF
5291,beverlynohil fuck nasti got held wrong pussi im tell  bet ever kiss im break w u,OFF
5292,bradleyc skate  trash  skate  goat dlc,NOT
5293,brwnskinbeaut ahh im much bitch live campus get lazi wouldnt want drive home ,OFF
5294, pictur make look like serious fag justsayin lol,OFF
5295,calistrong  lol possibl hoe treat right way love right way hoe hoe,OFF
5296,calistrong  lol think right way amp wrong way love someon hoe may love got,OFF
5297,  yall littl punk ass bitch doe,OFF
5298,corayma luivillesluggah tf look like deliveri bitch ahaha,OFF
5299,dcornoth  got tire hear eat pussi  way like damn ,OFF
5300,dracheoffici ive tri alway hit  eat mega stuf oreo cant figur program lol,NOT
